,ONA,ONB,combined
2025-10-10,27.41,74.92,102.33
2025-10-13,0.0,0.0,0.0
2025-10-14,-157.61,-189.2,-346.81
2025-10-15,117.14,91.94,209.07999999999998
2025-10-16,26.84,30.32,57.16
2025-10-17,-89.59,-18.01,-107.60000000000001
2025-10-20,0.0,0.0,0.0
2025-10-21,-37.23,0.98,-36.25
2025-10-22,-50.52,-2.45,-52.970000000000006
2025-10-23,42.4,-15.8,26.599999999999998
2025-10-24,163.13,133.38,296.51
2025-10-27,0.0,0.0,0.0
2025-10-28,-39.79,165.48,125.69
2025-10-29,-7.71,70.86,63.15
2025-10-30,-81.16,-118.25,-199.41
2025-10-31,3.92,34.37,38.29
2025-11-03,0.0,0.0,0.0
2025-11-04,-180.89,-152.03,-332.91999999999996
2025-11-05,33.33,-9.28,24.049999999999997
2025-11-06,-25.5,-52.02,-77.52000000000001
2025-11-07,-100.34,-52.44,-152.78
2025-11-10,0.0,0.0,0.0
2025-11-11,-35.16,22.33,-12.829999999999998
2025-11-12,25.54,47.97,73.50999999999999
2025-11-13,-92.58,-68.6,-161.18
2025-11-14,-178.86,-168.58,-347.44000000000005
2025-11-17,0.0,0.0,0.0
2025-11-18,-79.38,-206.66,-286.03999999999996
2025-11-19,13.36,6.98,20.34
2025-11-20,190.67,242.56,433.23
2025-11-21,39.8,70.79,110.59
2025-11-24,0.0,0.0,0.0
2025-11-25,38.76,54.97,93.72999999999999
2025-11-26,-7.34,48.33,40.989999999999995
2025-11-28,30.08,22.79,52.87
2025-12-01,0.0,0.0,0.0
2025-12-02,80.59,36.93,117.52000000000001
2025-12-03,35.23,-23.23,11.999999999999996
2025-12-04,-35.09,10.55,-24.540000000000003
2025-12-05,-19.3,14.88,-4.42
2025-12-08,0.0,0.0,0.0
2025-12-09,-33.95,-6.25,-40.2
2025-12-10,-26.25,-17.86,-44.11
2025-12-11,-10.36,36.79,26.43
2025-12-12,3.26,35.35,38.61
2025-12-15,0.0,0.0,0.0
2025-12-16,-79.53,-36.03,-115.56
2025-12-17,19.93,37.7,57.63
2025-12-18,141.24,110.73,251.97000000000003
2025-12-19,23.64,4.31,27.95
2025-12-22,0.0,0.0,0.0
2025-12-23,-58.67,-62.32,-120.99000000000001
2025-12-24,-8.09,-3.32,-11.41
2025-12-26,9.99,-7.56,2.4300000000000006
2025-12-29,0.0,0.0,0.0
2025-12-30,1.44,0.0,1.44
2025-12-31,2.9,-0.48,2.42
2026-01-02,66.28,57.91,124.19
2026-01-05,0.0,0.0,0.0
2026-01-06,-27.06,-24.42,-51.480000000000004
2026-01-07,11.71,46.03,57.74
2026-01-08,-39.45,-103.5,-142.95
2026-01-09,57.14,14.01,71.15
2026-01-12,0.0,0.0,0.0
2026-01-13,39.0,-18.55,20.45
2026-01-14,-13.77,-60.31,-74.08
2026-01-15,35.33,35.09,70.42
2026-01-16,13.56,-3.26,10.3
2026-01-20,0.0,0.0,0.0
2026-01-21,88.17,31.3,119.47
2026-01-22,89.62,122.77,212.39
2026-01-23,-37.35,-91.3,-128.65
2026-01-26,0.0,0.0,0.0
2026-01-27,0.45,-158.74,-158.29000000000002
2026-01-28,54.39,8.45,62.84
2026-01-29,31.44,-7.98,23.46
2026-01-30,-107.97,-53.02,-160.99
2026-02-02,0.0,0.0,0.0
2026-02-03,38.45,-45.62,-7.169999999999995
2026-02-04,59.35,71.47,130.82
2026-02-05,-96.26,-111.54,-207.8
2026-02-06,180.09,161.83,341.92
2026-02-09,0.0,0.0,0.0
2026-02-10,13.49,49.56,63.050000000000004
2026-02-11,100.52,101.72,202.24
2026-02-12,90.57,80.74,171.31
2026-02-13,44.84,15.81,60.650000000000006
2026-02-17,0.0,0.0,0.0
2026-02-18,-3.65,38.96,35.31
2026-02-19,-68.17,-68.72,-136.89
2026-02-20,-82.98,-88.39,-171.37
2026-02-23,0.0,0.0,0.0
2026-02-24,-7.83,14.61,6.779999999999999
2026-02-25,84.75,85.12,169.87
2026-02-26,17.01,100.4,117.41000000000001
2026-02-27,-176.63,-248.37,-425.0
2026-03-02,0.0,0.0,0.0
2026-03-03,-322.45,-428.28,-750.73
2026-03-04,87.01,47.37,134.38
2026-03-05,-129.27,-186.73,-316.0
2026-03-06,-251.37,-297.16,-548.53
2026-03-09,0.0,0.0,0.0
2026-03-10,-34.06,-10.59,-44.650000000000006
2026-03-11,-52.56,-20.7,-73.26
2026-03-12,-188.86,-220.87,-409.73
2026-03-13,84.86,119.06,203.92000000000002
2026-03-16,0.0,0.0,0.0
2026-03-17,44.35,149.41,193.76
2026-03-18,-83.48,-107.44,-190.92000000000002
2026-03-19,-150.2,-156.45,-306.65
2026-03-20,-34.89,-119.71,-154.6
2026-03-23,0.0,0.0,0.0
2026-03-24,-97.46,-178.24,-275.7
2026-03-25,138.89,226.93,365.82
2026-03-26,-144.35,-133.78,-278.13
2026-03-27,-71.29,-101.14,-172.43
2026-03-30,0.0,0.0,0.0
2026-03-31,168.76,241.67,410.42999999999995
2026-04-01,91.45,138.54,229.99
2026-04-02,-224.54,-267.76,-492.29999999999995
2026-04-06,-15.76,-45.5,-61.26
2026-04-07,-58.48,-54.69,-113.16999999999999
2026-04-08,404.17,638.24,1042.41
2026-04-09,-79.7,-82.08,-161.78
2026-04-10,17.86,13.13,30.990000000000002
2026-04-13,0.0,0.0,0.0
2026-04-14,89.18,11.93,101.11000000000001
2026-04-15,0.89,43.1,43.99
2026-04-16,-1.34,52.67,51.33
2026-04-17,164.89,230.58,395.47
2026-04-20,0.0,0.0,0.0
2026-04-21,33.31,132.13,165.44
2026-04-22,132.66,179.71,312.37
2026-04-23,7.81,-104.13,-96.32
2026-04-24,46.16,-1.87,44.29
2026-04-27,0.0,0.0,0.0
2026-04-28,-48.93,73.88,24.949999999999996
2026-04-29,-3.07,-23.87,-26.94
2026-04-30,43.66,104.47,148.13
2026-05-01,28.93,101.43,130.36
2026-05-04,0.0,0.0,0.0
2026-05-05,92.39,104.75,197.14
2026-05-06,115.07,185.69,300.76
2026-05-07,27.61,67.29,94.9
2026-05-08,71.19,115.94,187.13
2026-05-11,0.0,0.0,0.0
2026-05-12,-59.28,-33.77,-93.05000000000001
2026-05-13,11.89,-84.99,-73.1
2026-05-14,46.27,194.77,241.04000000000002
2026-05-15,-178.0,-164.62,-342.62
2026-05-18,0.0,0.0,0.0
2026-05-19,-98.03,-100.89,-198.92000000000002
2026-05-20,80.43,85.67,166.10000000000002
2026-05-21,-54.02,-70.34,-124.36000000000001
2026-05-22,64.77,177.38,242.14999999999998
2026-05-26,0.0,0.0,0.0
2026-05-27,24.57,27.77,52.34
2026-05-28,-32.65,-72.14,-104.78999999999999
2026-05-29,-29.79,34.02,4.230000000000004
2026-06-01,0.0,0.0,0.0
2026-06-02,-24.5,-109.27,-133.76999999999998
2026-06-03,-70.76,-131.98,-202.74
2026-06-04,-6.67,243.92,237.25
2026-06-05,-122.05,45.41,-76.64
2026-06-08,0.0,0.0,0.0
2026-06-09,126.27,117.96,244.23
2026-06-10,-18.95,-91.42,-110.37
2026-06-11,100.41,134.72,235.13
2026-06-12,48.76,157.59,206.35
2026-06-15,0.0,0.0,0.0
2026-06-16,30.13,80.73,110.86
2026-06-17,11.09,-12.79,-1.6999999999999993
2026-06-18,191.66,95.33,286.99
2026-06-22,60.09,57.11,117.2
2026-06-23,-201.19,-105.87,-307.06
2026-06-24,20.32,-21.81,-1.4899999999999984
2026-06-25,110.39,116.21,226.6
2026-06-26,-92.35,-106.73,-199.07999999999998
2026-06-29,0.0,0.0,0.0
2026-06-30,-18.46,26.89,8.43
2026-07-01,-26.76,-40.07,-66.83
2026-07-02,46.5,135.15,181.65
2026-07-06,6.05,42.26,48.309999999999995
2026-07-07,8.83,102.84,111.67
2026-07-08,-90.74,-226.3,-317.04
2026-07-09,70.73,38.28,109.01
2026-07-10,14.53,68.0,82.53
2026-07-13,0.0,0.0,0.0
2026-07-14,81.77,-49.34,32.42999999999999
2026-07-15,28.11,50.85,78.96000000000001
2026-07-16,-48.28,32.79,-15.490000000000002
2026-07-17,-148.55,-227.45,-376.0
2026-07-20,0.0,0.0,0.0
2026-07-21,43.1,73.72,116.82
2026-07-22,-35.61,0.44,-35.17
2026-07-23,-120.08,-286.22,-406.3
2026-07-24,50.94,44.55,95.49
2026-07-27,0.0,0.0,0.0
2026-07-28,6.96,211.31,218.27
2026-07-29,-38.45,-199.9,-238.35000000000002
2026-07-30,103.11,151.72,254.82999999999998
2026-07-31,38.96,109.81,148.77
2026-08-03,0.0,0.0,0.0
2026-08-04,53.06,285.3,338.36
2026-08-05,27.05,118.75,145.8
2026-08-06,-9.21,40.25,31.04
2026-08-07,86.29,17.95,104.24000000000001
2026-08-10,0.0,0.0,0.0
2026-08-11,35.2,35.41,70.61
2026-08-12,77.73,69.77,147.5
2026-08-13,50.34,66.37,116.71000000000001
2026-08-14,-11.07,-23.3,-34.370000000000005
2026-08-17,0.0,0.0,0.0
2026-08-18,-67.08,-39.18,-106.25999999999999
2026-08-19,102.3,101.41,203.70999999999998
2026-08-20,-100.21,-174.74,-274.95
2026-08-21,85.05,106.38,191.43
2026-08-24,0.0,0.0,0.0
2026-08-25,63.22,115.94,179.16
2026-08-26,-27.26,1.72,-25.540000000000003
2026-08-27,-8.83,-31.0,-39.83
2026-08-28,-7.6,55.87,48.269999999999996
2026-08-31,0.0,0.0,0.0
2026-09-01,-82.06,-128.5,-210.56
2026-09-02,36.33,74.96,111.28999999999999
2026-09-03,70.6,143.89,214.48999999999998
2026-09-04,-63.0,-79.67,-142.67000000000002
